participant_id,session_id,registration_date,university_name_proper,major_category,course
248,10,2024-12-24 20:52:30.994,Baku Higher Oil School,STEM,Foundation
248,12,2025-03-12 15:11:52.614,Baku Higher Oil School,STEM,Foundation
249,2,2023-11-02 12:49:45.167,Baku Higher Oil School,STEM,1
250,11,2025-01-27 18:28:56.488,Baku Higher Oil School,STEM,2
251,1,2023-10-16 09:01:42.720,Baku Higher Oil School,STEM,1
251,12,2025-03-12 15:10:49.440,Baku Higher Oil School,STEM,2
251,13,2025-05-18 16:38:49.045,Baku Higher Oil School,STEM,3
252,7,2024-03-02 18:55:37.741,Baku Higher Oil School,STEM,1
252,10,2024-12-24 12:17:09.956,Baku Higher Oil School,STEM,2
253,9,2024-10-03 09:49:53.393,Baku Higher Oil School,STEM,2
254,4,2023-12-05 11:57:03.882,Baku Higher Oil School,STEM,1
255,5,2023-12-26 15:54:57.501,Baku Higher Oil School,STEM,1
256,6,2024-02-09 19:02:41.890,Baku Higher Oil School,STEM,1
257,4,2023-12-05 16:54:12.610,Baku Higher Oil School,STEM,Foundation
258,12,2025-03-12 15:12:55.499,Baku Higher Oil School,STEM,Foundation
258,13,2025-05-19 19:44:54.770,Baku Higher Oil School,STEM,Foundation
259,1,2023-10-14 20:08:20.119,Baku Higher Oil School,STEM,2
260,10,2024-12-26 08:00:29.187,Baku Higher Oil School,STEM,Foundation
261,10,2024-12-24 19:40:55.934,Baku Higher Oil School,STEM,Foundation
262,6,2024-02-09 19:25:49.344,Baku Higher Oil School,STEM,Foundation
263,9,2024-10-03 10:48:45.907,Baku Higher Oil School,STEM,Foundation
264,7,2024-03-05 18:16:19.542,Baku Higher Oil School,STEM,4
265,9,2024-10-03 16:22:24.546,Academy of Public Administration under the President of the Republic of Azerbaijan,"Arts, Humanities & Social Sciences",1
265,11,2025-01-27 22:23:51.226,Academy of Public Administration under the President of the Republic of Azerbaijan,"Arts, Humanities & Social Sciences",1
266,3,2023-11-19 16:03:08.307,Baku Higher Oil School,Business & Economics,Foundation
267,1,2023-10-14 19:05:09.357,Baku Higher Oil School,Business & Economics,Foundation
268,9,2024-10-03 20:52:12.252,Baku Higher Oil School,STEM,Foundation
269,12,2025-03-13 08:28:26.432,Baku Higher Oil School,STEM,Foundation
270,9,2024-10-03 16:09:27.737,Baku Higher Oil School,STEM,Foundation
271,12,2025-03-12 22:40:49.108,Baku Higher Oil School,STEM,Foundation
272,8,2024-05-31 12:18:49.806,Baku Higher Oil School,STEM,Foundation
273,11,2025-01-27 23:49:29.210,Baku Higher Oil School,STEM,Foundation
274,12,2025-03-12 15:13:34.143,Baku Higher Oil School,STEM,Foundation
275,12,2025-03-12 15:27:03.577,Baku Higher Oil School,STEM,Foundation
276,12,2025-03-14 05:27:04.539,Baku Higher Oil School,Business & Economics,4
277,12,2025-03-13 04:42:12.842,Baku Higher Oil School,Business & Economics,4
278,4,2023-12-05 19:13:29.779,Azerbaijan State University of Economics (UNEC),Business & Economics,1
279,7,2024-03-02 19:58:58.965,Baku Higher Oil School,STEM,2
280,4,2023-12-05 15:30:42.466,Baku Higher Oil School,STEM,Foundation
281,2,2023-11-01 19:03:47.120,Baku Higher Oil School,STEM,Foundation
282,3,2023-11-19 17:46:27.327,Baku Higher Oil School,STEM,Foundation
283,8,2024-05-31 15:06:11.602,Baku Higher Oil School,STEM,Foundation
284,9,2024-10-03 12:00:17.921,Baku Higher Oil School,STEM,1
285,3,2023-11-19 22:24:07.801,Azerbaijan State University of Economics (UNEC),STEM,1
286,13,2025-05-19 19:58:06.773,Baku State University,STEM,1
287,3,2023-11-19 15:09:07.909,Baku Music Academy,"Arts, Humanities & Social Sciences",1
288,1,2023-10-14 18:34:48.135,Baku Higher Oil School,STEM,Foundation
289,4,2023-12-05 14:03:13.991,Baku Higher Oil School,STEM,Foundation
289,7,2024-03-06 20:09:04.136,Baku Higher Oil School,STEM,Foundation
289,8,2024-05-31 12:23:05.927,Baku Higher Oil School,STEM,Foundation
289,9,2024-10-03 19:57:03.243,Baku Higher Oil School,STEM,2
289,10,2024-12-24 12:18:39.581,Baku Higher Oil School,STEM,1
289,12,2025-03-12 15:46:39.266,Baku Higher Oil School,STEM,1
290,11,2025-01-27 18:49:07.792,Baku Higher Oil School,STEM,1
291,2,2023-11-01 19:51:30.386,Baku Higher Oil School,STEM,Foundation
291,3,2023-11-20 21:32:06.159,Baku Higher Oil School,STEM,Foundation
291,4,2023-12-06 21:55:10.530,Baku Higher Oil School,STEM,Foundation
291,5,2023-12-28 19:11:37.455,Baku Higher Oil School,STEM,Foundation
291,8,2024-05-31 10:30:11.412,Baku Higher Oil School,STEM,Foundation
292,5,2023-12-26 15:32:37.765,Baku Higher Oil School,STEM,Foundation
292,8,2024-05-31 14:04:51.656,Baku Higher Oil School,STEM,Foundation
293,2,2023-11-01 19:02:39.224,Baku Higher Oil School,STEM,Foundation
293,3,2023-11-19 15:02:56.579,Baku Higher Oil School,STEM,Foundation
293,4,2023-12-05 14:02:49.395,Baku Higher Oil School,STEM,Foundation
293,9,2024-10-03 09:57:59.153,Baku Higher Oil School,STEM,2
294,4,2023-12-05 14:06:28.108,Baku Higher Oil School,STEM,1
294,5,2023-12-26 15:40:07.860,Baku Higher Oil School,STEM,2
295,10,2024-12-24 15:59:19.577,Baku Higher Oil School,STEM,Foundation
296,11,2025-01-28 17:15:31.620,Baku Higher Oil School,STEM,1
297,1,2023-10-14 22:23:19.050,Baku Higher Oil School,STEM,Foundation
297,3,2023-11-19 15:39:37.576,Baku Higher Oil School,STEM,Foundation
298,6,2024-02-09 19:37:14.218,Baku Higher Oil School,STEM,Foundation
299,6,2024-02-10 17:38:37.150,Baku Higher Oil School,STEM,Foundation
300,4,2023-12-05 14:12:08.944,Baku Higher Oil School,STEM,Foundation
300,5,2023-12-26 15:34:01.255,Baku Higher Oil School,STEM,Foundation
301,1,2023-10-15 21:44:29.420,Baku Higher Oil School,STEM,Foundation
301,2,2023-11-01 19:02:51.521,Baku Higher Oil School,STEM,Foundation
301,6,2024-02-09 19:38:54.236,Baku Higher Oil School,STEM,Foundation
301,7,2024-03-02 18:38:27.477,Baku Higher Oil School,STEM,Foundation
301,8,2024-05-30 21:27:18.641,Baku Higher Oil School,STEM,Foundation
301,9,2024-10-03 00:53:43.892,Baku Higher Oil School,STEM,2
302,9,2024-10-03 10:40:35.463,Baku Higher Oil School,STEM,Foundation
303,8,2024-06-03 16:18:57.477,"Simmons University (USA, Massachusetts)",STEM,1
304,9,2024-10-04 09:20:33.329,Baku Higher Oil School,STEM,4
305,11,2025-01-30 13:28:15.902,School No. 1,Other/Not Specified,4
306,7,2024-03-06 20:56:48.143,Baku Higher Oil School,STEM,3
307,3,2023-11-19 15:01:15.136,Baku Higher Oil School,STEM,Foundation
307,11,2025-01-28 12:46:31.338,Baku Higher Oil School,STEM,2
308,1,2023-10-16 22:46:33.753,Baku Higher Oil School,STEM,Foundation
309,8,2024-06-01 13:47:27.787,Baku Higher Oil School,STEM,Foundation
310,10,2024-12-26 10:37:15.509,Baku Higher Oil School,STEM,Foundation
310,11,2025-01-27 18:27:55.457,Baku Higher Oil School,STEM,Foundation
311,13,2025-05-18 16:39:04.712,Baku Higher Oil School,STEM,Foundation
312,2,2023-11-01 21:06:46.401,Baku Higher Oil School,Business & Economics,Foundation
312,4,2023-12-05 21:52:35.264,Baku Higher Oil School,Business & Economics,Foundation
312,5,2023-12-27 18:48:56.493,Baku Higher Oil School,Business & Economics,Foundation
312,6,2024-02-10 17:41:05.611,Baku Higher Oil School,Business & Economics,Foundation
313,3,2023-11-21 20:59:55.443,Baku Higher Oil School,Business & Economics,Foundation
314,11,2025-01-27 20:05:42.700,Azerbaijan Technical University,STEM,1
315,2,2023-11-01 19:20:07.360,Baku Higher Oil School,STEM,3
316,4,2023-12-05 17:31:41.147,Baku Higher Oil School,STEM,Foundation
317,3,2023-11-19 18:29:56.829,Baku Higher Oil School,STEM,Foundation
318,13,2025-05-19 17:31:37.555,Baku Higher Oil School,STEM,2
319,10,2024-12-24 12:50:52.137,Baku Higher Oil School,STEM,Foundation
320,12,2025-03-12 17:35:29.400,Baku Higher Oil School,STEM,Foundation
320,13,2025-05-18 16:59:38.297,Baku Higher Oil School,STEM,Foundation
321,8,2024-06-03 15:53:16.975,Baku Eurasian University,"Arts, Humanities & Social Sciences",3
322,11,2025-01-28 22:15:45.719,Baku Higher Oil School,STEM,Foundation
323,10,2024-12-24 19:08:04.992,Baku Higher Oil School,STEM,Foundation
324,1,2023-10-14 21:10:14.397,Baku Higher Oil School,STEM,Foundation
324,6,2024-02-12 18:11:15.266,Baku Higher Oil School,STEM,Foundation
325,4,2023-12-05 15:04:55.831,Baku Higher Oil School,STEM,Foundation
326,7,2024-03-06 20:58:02.622,Azerbaijan State University of Economics (UNEC),Business & Economics,4
327,2,2023-11-01 20:08:25.421,Baku Higher Oil School,STEM,Foundation
327,7,2024-03-02 18:53:35.902,Baku Higher Oil School,STEM,Foundation
328,1,2023-10-18 10:03:34.077,Baku Higher Oil School,STEM,1
329,1,2023-10-14 18:38:57.516,Baku Higher Oil School,STEM,Foundation
330,3,2023-11-19 15:28:26.591,Baku Higher Oil School,STEM,Foundation
331,5,2023-12-26 21:44:06.670,Baku Higher Oil School,STEM,Foundation
332,4,2023-12-05 17:00:21.239,ADA University,STEM,Foundation
333,3,2023-11-19 17:24:31.596,ADA University,STEM,Foundation
334,13,2025-05-19 15:43:53.331,Azerbaijan State University of Economics (UNEC),STEM,2
335,12,2025-03-12 16:30:40.766,Baku Higher Oil School,STEM,Foundation
336,12,2025-03-12 15:13:04.469,Baku Higher Oil School,STEM,Foundation
336,13,2025-05-19 17:48:39.899,Baku Higher Oil School,STEM,Foundation
337,2,2023-11-01 21:42:26.257,Baku Higher Oil School,STEM,Foundation
337,11,2025-01-30 09:47:16.290,Baku Higher Oil School,STEM,1
338,12,2025-03-12 16:09:19.960,Baku Higher Oil School,STEM,Foundation
339,1,2023-10-14 19:35:03.668,Baku Higher Oil School,Business & Economics,Foundation
339,4,2023-12-06 08:37:29.642,Baku Higher Oil School,Business & Economics,Foundation
339,5,2023-12-26 15:32:19.045,Baku Higher Oil School,Business & Economics,Foundation
340,2,2023-11-01 19:44:57.556,Baku Higher Oil School,Business & Economics,1
341,13,2025-05-20 09:34:34.574,Baku Higher Oil School,STEM,Foundation
342,9,2024-10-03 10:25:35.968,Baku Higher Oil School,STEM,Foundation
343,6,2024-02-09 21:14:02.509,Baku Higher Oil School,STEM,2
344,11,2025-01-27 18:36:47.819,Baku Higher Oil School,STEM,1
345,8,2024-06-05 23:32:11.784,Baku Higher Oil School,STEM,Foundation
346,1,2023-10-15 22:07:40.121,Baku Higher Oil School,STEM,Foundation
347,1,2023-10-16 21:44:13.192,Baku Higher Oil School,STEM,Foundation
348,9,2024-10-04 21:36:06.065,Baku Higher Oil School,STEM,Foundation
349,3,2023-11-19 15:02:56.814,Baku Higher Oil School,STEM,Foundation
350,1,2023-10-15 20:24:27.414,Baku Higher Oil School,STEM,Foundation
350,2,2023-11-01 19:07:47.878,Baku Higher Oil School,STEM,Foundation
350,4,2023-12-05 14:08:43.207,Baku Higher Oil School,STEM,Foundation
350,5,2023-12-26 15:33:42.784,Baku Higher Oil School,STEM,Foundation
350,6,2024-02-09 21:01:46.964,Baku Higher Oil School,STEM,Foundation
350,8,2024-05-30 22:06:09.970,Baku Higher Oil School,STEM,Foundation
350,9,2024-10-03 00:53:44.800,Baku Higher Oil School,STEM,2
350,12,2025-03-12 15:13:44.338,Baku Higher Oil School,STEM,1
351,10,2024-12-24 13:52:56.005,Baku Higher Oil School,STEM,Foundation
351,12,2025-03-12 15:32:29.424,Baku Higher Oil School,STEM,Foundation
352,10,2024-12-24 13:09:04.083,Azerbaijan State Marine Academy,STEM,1
353,9,2024-10-03 13:41:55.842,Azerbaijan State Marine Academy,STEM,1
353,12,2025-03-12 15:17:54.059,Azerbaijan State Marine Academy,STEM,1
354,12,2025-03-12 16:06:24.735,Baku Higher Oil School,STEM,3
355,3,2023-11-19 15:03:37.945,Baku Higher Oil School,STEM,Foundation
355,4,2023-12-05 14:09:11.447,Baku Higher Oil School,STEM,Foundation
355,7,2024-03-02 19:05:00.993,Baku Higher Oil School,STEM,Foundation
356,1,2023-10-14 18:49:10.992,Baku Higher Oil School,STEM,Foundation
356,2,2023-11-01 19:03:44.980,Baku Higher Oil School,STEM,Foundation
356,5,2023-12-26 16:58:54.460,Baku Higher Oil School,STEM,Foundation
356,6,2024-02-09 19:02:01.799,Baku Higher Oil School,STEM,Foundation
356,9,2024-10-03 09:50:01.622,Baku Higher Oil School,STEM,2
357,10,2024-12-24 12:20:41.455,Baku Higher Oil School,STEM,Foundation
358,6,2024-02-15 19:57:18.493,Baku Business University,Business & Economics,1
359,11,2025-01-27 19:17:47.021,Baku Higher Oil School,Business & Economics,Foundation
359,13,2025-05-18 16:06:25.798,Baku Higher Oil School,Business & Economics,Foundation
360,12,2025-03-12 15:13:25.832,Baku Higher Oil School,Business & Economics,Foundation
361,10,2024-12-26 16:29:56.422,Baku Higher Oil School,Business & Economics,Foundation
362,10,2024-12-24 12:19:09.524,Baku Higher Oil School,STEM,Foundation
362,11,2025-01-28 12:35:12.070,Baku Higher Oil School,STEM,Foundation
363,10,2024-12-24 13:18:19.793,Baku Higher Oil School,STEM,Foundation
363,11,2025-01-27 20:31:22.884,Baku Higher Oil School,STEM,Foundation
364,11,2025-01-28 11:44:35.528,Baku Higher Oil School,STEM,1
365,9,2024-10-04 17:00:14.667,Baku State University,"Arts, Humanities & Social Sciences",2
365,10,2024-12-24 17:52:31.334,Baku State University,"Arts, Humanities & Social Sciences",2
366,11,2025-01-28 11:10:00.193,Baku State University,"Arts, Humanities & Social Sciences",2
367,3,2023-11-19 15:09:42.148,Baku Higher Oil School,STEM,Foundation
367,4,2023-12-05 16:13:59.852,Baku Higher Oil School,STEM,Foundation
367,5,2023-12-26 15:40:52.998,Baku Higher Oil School,STEM,Foundation
367,8,2024-05-30 21:15:01.799,Baku Higher Oil School,STEM,Foundation
367,9,2024-10-03 00:29:25.792,Baku Higher Oil School,STEM,2
367,10,2024-12-24 12:36:15.512,Baku Higher Oil School,STEM,1
367,11,2025-01-27 18:32:34.920,Baku Higher Oil School,STEM,1
367,13,2025-05-19 17:43:49.082,Baku Higher Oil School,STEM,2
368,1,2023-10-14 19:01:42.626,Baku Higher Oil School,STEM,Foundation
368,2,2023-11-01 23:02:49.860,Baku Higher Oil School,STEM,Foundation
368,6,2024-02-09 20:07:08.224,Baku Higher Oil School,STEM,Foundation
368,7,2024-03-02 23:11:37.028,Baku Higher Oil School,STEM,Foundation
369,8,2024-05-30 21:16:05.231,Baku Higher Oil School,STEM,Foundation
370,1,2023-10-16 22:01:50.479,Baku Higher Oil School,STEM,Foundation
370,3,2023-11-19 15:03:00.866,Baku Higher Oil School,STEM,Foundation
371,6,2024-02-12 15:12:46.238,Baku Higher Oil School,STEM,Foundation
372,4,2023-12-07 12:16:22.774,Baku Higher Oil School,STEM,Foundation
373,10,2024-12-24 13:07:17.134,Baku Higher Oil School,STEM,1
374,1,2023-10-14 21:04:07.401,Baku Higher Oil School,STEM,Foundation
375,5,2023-12-29 02:44:37.118,Azerbaijan State University of Economics (UNEC),STEM,1
376,5,2023-12-28 21:45:56.245,Azerbaijan State University of Economics (UNEC),STEM,1
377,3,2023-11-20 21:02:10.453,Baku Higher Oil School,STEM,4
378,3,2023-11-19 16:39:22.852,Baku Higher Oil School,STEM,Foundation
378,4,2023-12-05 19:56:00.655,Baku Higher Oil School,STEM,Foundation
379,2,2023-11-01 19:03:45.500,Baku Higher Oil School,STEM,Foundation
379,5,2023-12-27 18:40:09.008,Baku Higher Oil School,STEM,Foundation
379,8,2024-06-02 10:04:56.413,Baku Higher Oil School,STEM,Foundation
379,9,2024-10-03 20:14:08.514,Baku Higher Oil School,STEM,2
379,12,2025-03-12 15:11:10.593,Baku Higher Oil School,STEM,1
380,4,2023-12-07 18:44:09.642,Baku Higher Oil School,STEM,Foundation
380,9,2024-10-03 12:53:15.566,Baku Higher Oil School,STEM,2
380,11,2025-01-28 10:38:58.590,Baku Higher Oil School,STEM,1
381,6,2024-02-11 17:23:02.177,Baku Higher Oil School,STEM,Foundation
382,9,2024-10-04 16:59:50.779,Baku Higher Oil School,STEM,2
382,10,2024-12-24 23:42:23.913,Baku Higher Oil School,STEM,1
383,1,2023-10-14 19:42:02.129,Baku Higher Oil School,STEM,Foundation
384,12,2025-03-12 18:56:55.915,Baku Higher Oil School,STEM,1
385,9,2024-10-03 10:44:50.397,Baku Higher Oil School,STEM,2
386,11,2025-01-28 00:41:51.433,Baku Higher Oil School,Business & Economics,Foundation
387,6,2024-02-09 20:09:09.270,Baku Higher Oil School,STEM,2
388,2,2023-11-02 11:36:00.413,Baku Higher Oil School,STEM,Foundation
388,3,2023-11-19 15:05:33.784,Baku Higher Oil School,STEM,Foundation
388,4,2023-12-05 14:42:21.401,Baku Higher Oil School,STEM,Foundation
389,6,2024-02-09 19:02:05.555,Baku Higher Oil School,STEM,2
390,4,2023-12-05 16:21:09.141,Baku Higher Oil School,STEM,1
390,5,2023-12-26 15:32:35.918,Baku Higher Oil School,STEM,2
390,7,2024-03-02 18:43:53.460,Baku Higher Oil School,STEM,1
391,3,2023-11-19 16:18:22.267,Baku Higher Oil School,Business & Economics,Foundation
392,4,2023-12-07 02:34:34.686,Baku Higher Oil School,Business & Economics,Foundation
393,2,2023-11-01 19:02:37.837,Baku Higher Oil School,Business & Economics,Foundation
393,8,2024-05-31 03:38:05.506,Baku Higher Oil School,Business & Economics,Foundation
394,1,2023-10-14 18:54:42.415,Baku Higher Oil School,STEM,2
395,9,2024-10-03 09:56:34.422,Khazar University,Business & Economics,3
396,1,2023-10-15 12:37:44.062,Baku Higher Oil School,STEM,Foundation
396,2,2023-11-01 21:19:03.621,Baku Higher Oil School,STEM,Foundation
397,10,2024-12-24 17:01:04.986,Baku Higher Oil School,STEM,Foundation
397,13,2025-05-19 20:52:23.143,Baku Higher Oil School,STEM,Foundation
398,9,2024-10-03 09:52:19.554,Baku Higher Oil School,STEM,Foundation
399,10,2024-12-24 14:52:25.764,Baku Higher Oil School,STEM,1
400,1,2023-10-14 18:40:46.417,Baku Higher Oil School,STEM,2
401,2,2023-11-01 21:02:02.950,Baku Higher Oil School,STEM,Foundation
402,9,2024-10-03 10:29:01.455,Baku Higher Oil School,STEM,2
403,4,2023-12-05 15:40:42.103,ADA University,STEM,2
404,9,2024-10-03 18:08:14.576,Baku Higher Oil School,STEM,Foundation
404,10,2024-12-24 17:13:51.447,Baku Higher Oil School,STEM,Foundation
404,12,2025-03-12 15:45:25.751,Baku Higher Oil School,STEM,Foundation
404,13,2025-05-19 19:24:50.239,Baku Higher Oil School,STEM,Foundation
405,11,2025-01-28 14:33:17.038,Azerbaijan State Oil and Industry University,STEM,1
406,11,2025-01-31 15:21:51.083,Baku Higher Oil School,STEM,Foundation
406,12,2025-03-12 15:18:12.209,Baku Higher Oil School,STEM,Foundation
407,4,2023-12-05 15:38:51.811,Baku Higher Oil School,STEM,Foundation
408,9,2024-10-03 06:44:38.548,Baku Higher Oil School,STEM,2
409,3,2023-11-21 14:36:13.426,Baku Higher Oil School,STEM,Foundation
410,4,2023-12-05 15:52:09.625,Baku Higher Oil School,STEM,Foundation
411,2,2023-11-01 19:55:35.947,Baku Higher Oil School,STEM,Foundation
411,5,2023-12-27 01:34:11.114,Baku Higher Oil School,STEM,Foundation
411,11,2025-01-29 00:34:52.035,Baku Higher Oil School,STEM,1
412,8,2024-05-31 19:34:07.462,Baku Higher Oil School,STEM,Foundation
413,1,2023-10-15 23:17:48.646,Baku Higher Oil School,STEM,Foundation
413,3,2023-11-19 15:05:40.432,Baku Higher Oil School,STEM,Foundation
413,4,2023-12-05 16:16:49.730,Baku Higher Oil School,STEM,Foundation
414,11,2025-01-28 17:16:38.093,Baku Engineering University,STEM,3
415,11,2025-01-27 20:50:15.418,Baku Higher Oil School,STEM,3
416,1,2023-10-18 10:05:47.152,Baku Higher Oil School,STEM,1
417,6,2024-02-09 21:42:26.966,Baku Higher Oil School,STEM,Foundation
418,9,2024-10-03 09:51:00.645,Baku Higher Oil School,STEM,Foundation
419,9,2024-10-03 17:11:58.832,Baku Higher Oil School,STEM,3
420,6,2024-02-10 01:20:42.044,Azerbaijan State University of Economics (UNEC),Business & Economics,1
421,4,2023-12-05 14:45:14.177,Baku Higher Oil School,STEM,Foundation
422,6,2024-02-09 20:50:46.409,Baku Higher Oil School,STEM,Foundation
423,2,2023-11-01 19:54:22.451,Baku Higher Oil School,STEM,Foundation
423,5,2023-12-26 16:40:45.797,Baku Higher Oil School,STEM,Foundation
424,4,2023-12-05 16:18:10.337,Azerbaijan Medical University,Health & Medical,Foundation
425,9,2024-10-03 10:26:25.278,Baku Higher Oil School,Business & Economics,Foundation
426,9,2024-10-03 10:27:33.195,Baku Higher Oil School,Business & Economics,Foundation
426,10,2024-12-24 12:26:39.243,Baku Higher Oil School,Business & Economics,Foundation
426,11,2025-01-28 10:56:06.753,Baku Higher Oil School,Business & Economics,Foundation
426,13,2025-05-19 17:49:20.604,Baku Higher Oil School,Business & Economics,Foundation
427,8,2024-05-31 14:16:01.765,Baku Higher Oil School,STEM,2
428,12,2025-03-12 15:57:23.662,Azerbaijan University of Languages,"Arts, Humanities & Social Sciences",1
429,12,2025-03-12 15:28:49.338,Baku Higher Oil School,STEM,Foundation
429,13,2025-05-18 15:52:54.923,Baku Higher Oil School,STEM,Foundation
430,5,2023-12-27 18:41:40.567,Azerbaijan University of Languages,Education & Environmental Studies,2
431,13,2025-05-19 19:11:44.327,Azerbaijan State Oil and Industry University,Business & Economics,1
432,9,2024-10-03 10:03:06.996,Baku Higher Oil School,STEM,Foundation
433,3,2023-11-19 14:57:59.381,Azerbaijan University of Languages,Education & Environmental Studies,2
434,4,2023-12-05 14:35:22.514,Azerbaijan University of Languages,Education & Environmental Studies,2
435,9,2024-10-03 20:22:37.308,Baku Higher Oil School,STEM,3
436,1,2023-10-14 19:40:54.252,Baku Higher Oil School,STEM,2
436,6,2024-02-09 21:49:44.725,Baku Higher Oil School,STEM,3
437,3,2023-11-19 15:55:31.372,French-Azerbaijani University,STEM,2
438,3,2023-11-19 19:15:04.685,Baku Higher Oil School,Business & Economics,4
439,8,2024-05-31 17:02:30.658,ADA University,Business & Economics,Foundation
440,8,2024-05-31 14:13:48.580,Baku Higher Oil School,STEM,Foundation
441,9,2024-10-03 09:53:23.886,Baku Higher Oil School,STEM,Foundation
442,11,2025-01-27 18:34:19.202,Baku Higher Oil School,STEM,Foundation
443,3,2023-11-19 19:07:41.059,Baku Higher Oil School,STEM,Foundation
444,11,2025-01-27 19:03:01.338,Baku Higher Oil School,STEM,1
445,6,2024-02-09 19:25:25.897,Baku Higher Oil School,STEM,Foundation
446,12,2025-03-13 19:25:26.117,Baku Higher Oil School,STEM,2
447,12,2025-03-12 17:53:36.134,Baku Higher Oil School,STEM,Foundation
448,9,2024-10-04 09:43:02.657,Baku Higher Oil School,STEM,2
449,7,2024-03-03 14:01:04.529,Baku Higher Oil School,STEM,Foundation
450,1,2023-10-14 20:23:07.280,Baku Higher Oil School,STEM,1
451,3,2023-11-19 15:30:49.482,Baku Higher Oil School,STEM,1
451,10,2024-12-24 16:51:46.153,Baku Higher Oil School,STEM,2
451,11,2025-01-28 17:21:14.837,Baku Higher Oil School,STEM,2
452,2,2023-11-01 19:02:39.584,Baku Higher Oil School,STEM,Foundation
453,9,2024-10-03 10:13:23.185,Baku Higher Oil School,STEM,4
454,11,2025-01-27 18:41:31.364,Baku Higher Oil School,STEM,Foundation
455,8,2024-06-01 01:18:02.208,Baku Higher Oil School,Business & Economics,4
456,9,2024-10-03 10:27:05.486,Baku Higher Oil School,STEM,Foundation
457,11,2025-01-29 00:00:01.612,Azerbaijan Technical University,STEM,1
458,5,2023-12-28 21:25:01.131,French-Azerbaijani University,STEM,2
459,10,2024-12-26 12:37:49.159,Baku Higher Oil School,STEM,Foundation
460,9,2024-10-03 09:50:55.764,Baku Higher Oil School,STEM,Foundation
460,12,2025-03-14 10:02:13.380,Baku Higher Oil School,STEM,Foundation
461,4,2023-12-05 20:48:48.311,Azerbaijan State University of Economics (UNEC),"Arts, Humanities & Social Sciences",4
462,6,2024-02-09 19:48:06.758,Azerbaijan State University of Economics (UNEC),"Arts, Humanities & Social Sciences",4
463,11,2025-01-29 00:57:46.747,Azerbaijan State University of Economics (UNEC),Business & Economics,4
464,13,2025-05-19 21:05:04.680,Baku Higher Oil School,Business & Economics,Foundation
465,13,2025-05-19 11:53:04.692,Baku Higher Oil School,STEM,3
466,7,2024-03-03 21:07:07.418,Azerbaijan State Oil and Industry University,STEM,4
467,4,2023-12-05 14:54:12.305,National Aviation Academy,STEM,1
468,9,2024-10-03 10:41:56.600,Baku Higher Oil School,STEM,Foundation
468,13,2025-05-18 16:51:39.362,Baku Higher Oil School,STEM,Foundation
469,11,2025-01-27 19:21:34.220,Baku Higher Oil School,STEM,Foundation
469,12,2025-03-12 15:13:38.768,Baku Higher Oil School,STEM,Foundation
470,3,2023-11-19 15:53:29.762,Baku Higher Oil School,STEM,Foundation
470,4,2023-12-05 14:08:27.680,Baku Higher Oil School,STEM,Foundation
471,2,2023-11-01 19:07:42.087,Baku Higher Oil School,STEM,Foundation
472,11,2025-01-28 10:39:10.927,Baku Higher Oil School,STEM,1
473,10,2024-12-24 18:29:40.537,Baku Higher Oil School,STEM,Foundation
474,5,2023-12-26 15:39:44.112,Baku Higher Oil School,STEM,2
474,6,2024-02-10 12:26:38.326,Baku Higher Oil School,STEM,2
474,10,2024-12-26 14:40:28.063,Baku Higher Oil School,STEM,2
475,1,2023-10-14 18:58:12.970,Baku Higher Oil School,STEM,3
475,2,2023-11-01 19:03:25.181,Baku Higher Oil School,STEM,3
476,4,2023-12-05 14:49:31.898,National Aviation Academy,STEM,1
477,1,2023-10-15 12:30:27.854,Baku Higher Oil School,Business & Economics,Foundation
477,2,2023-11-01 21:00:40.536,Baku Higher Oil School,Business & Economics,Foundation
477,8,2024-05-31 17:00:11.307,Baku Higher Oil School,Business & Economics,Foundation
477,10,2024-12-24 15:25:42.788,Baku Higher Oil School,Business & Economics,1
478,1,2023-10-14 18:58:06.705,Baku Higher Oil School,STEM,3
478,2,2023-11-01 19:03:40.181,Baku Higher Oil School,STEM,2
479,2,2023-11-01 19:49:05.245,Baku Higher Oil School,STEM,3
480,12,2025-03-12 15:17:31.323,Baku Higher Oil School,STEM,Foundation
481,11,2025-01-28 13:11:54.850,Baku Higher Oil School,STEM,1
482,2,2023-11-01 21:12:44.963,Baku Higher Oil School,STEM,Foundation
482,3,2023-11-19 16:01:39.690,Baku Higher Oil School,STEM,Foundation
482,4,2023-12-07 13:07:30.374,Baku Higher Oil School,STEM,Foundation
483,1,2023-10-16 21:18:46.921,Baku Higher Oil School,STEM,Foundation
483,2,2023-11-01 21:10:35.859,Baku Higher Oil School,STEM,Foundation
484,5,2023-12-28 14:46:46.016,Azerbaijan State University of Culture and Arts,Education & Environmental Studies,2
485,2,2023-11-01 19:04:46.609,Baku Higher Oil School,STEM,Foundation
486,3,2023-11-19 16:30:10.090,ADA University,STEM,1
486,5,2023-12-27 20:59:34.371,ADA University,STEM,1
486,11,2025-01-28 22:31:12.594,ADA University,STEM,2
487,6,2024-02-13 18:55:11.274,ADA University,STEM,1
488,8,2024-06-03 04:41:02.036,ADA University,STEM,2
488,9,2024-10-03 18:40:08.891,ADA University,STEM,2
489,13,2025-05-19 17:53:55.233,Baku Higher Oil School,STEM,Foundation
490,2,2023-11-01 19:02:37.569,Baku Higher Oil School,STEM,Foundation
